0.000000000000000000e+00 1.000009942486901116e+00 4.000714925242579989e-01 -2.000022911402069337e+00 1.000168787145579774e+00
1.010101010101010187e-02 1.000015969164967267e+00 4.000759983562114375e-01 -2.000014922961781849e+00 1.000174023946544200e+00
2.020202020202020374e-02 1.000021618167425741e+00 4.000803555384389032e-01 -2.000007164543840421e+00 1.000179266803251643e+00
3.030303030303030387e-02 1.000026831329709598e+00 4.000845208150028420e-01 -1.999999864070561184e+00 1.000184465758335861e+00
4.040404040404040747e-02 1.000031568639043300e+00 4.000884550600553036e-01 -1.999993316787747055e+00 1.000189563026848028e+00
5.050505050505051108e-02 1.000035825580162907e+00 4.000921300221920163e-01 -1.999987904810734740e+00 1.000194492507510136e+00
6.060606060606060774e-02 1.000039659427619743e+00 4.000955388159477821e-01 -1.999984121022325034e+00 1.000199179712896180e+00
7.070707070707071829e-02 1.000043227283070379e+00 4.000987114598674177e-01 -1.999982596059658668e+00 1.000203542568006032e+00
8.080808080808081495e-02 1.000046837864776439e+00 4.001017366226804484e-01 -1.999984123820218507e+00 1.000207493973350070e+00
9.090909090909091161e-02 1.000051016036494378e+00 4.001047899333386448e-01 -1.999989674030368647e+00 1.000210948035119563e+00
1.010101010101010222e-01 1.000056572092235641e+00 4.001081673346617018e-01 -2.000000367433730553e+00 1.000213834147373415e+00
1.111111111111111188e-01 1.000064655455663143e+00 4.001123189523724255e-01 -2.000017367456994322e+00 1.000216127951416567e+00
1.212121212121212155e-01 1.000076755524627492e+00 4.001178756442720363e-01 -2.000041612424801496e+00 1.000217916859729606e+00
1.313131313131313260e-01 1.000094595541836107e+00 4.001256577280081217e-01 -2.000073287368722585e+00 1.000219528011812908e+00
1.414141414141414366e-01 1.000119852127473008e+00 4.001366485970400122e-01 -2.000110957104737963e+00 1.000221742788782064e+00
1.515151515151515194e-01 1.000153620154255130e+00 4.001518889012576907e-01 -2.000150460923349804e+00 1.000226067370384664e+00
1.616161616161616299e-01 1.000195658026914902e+00 4.001722499682071055e-01 -2.000184327572758658e+00 1.000234920929437221e+00
1.717171717171717404e-01 1.000245039906357825e+00 4.001987900147114807e-01 -2.000205045319497277e+00 1.000251873411383663e+00
1.818181818181818232e-01 1.000314451894904977e+00 4.002399773215636891e-01 -2.000226729115341939e+00 1.000285401663910223e+00
1.919191919191919338e-01 1.000515237573317062e+00 4.003566226072808876e-01 -2.000379782678519902e+00 1.000376125151074991e+00
2.020202020202020443e-01 1.001289800973910182e+00 4.007881219046212085e-01 -2.001123413191659761e+00 1.000679627203813427e+00
2.121212121212121271e-01 1.001823583727960765e+00 4.010669823997029537e-01 -2.001766633668924378e+00 1.000842336200707505e+00
2.222222222222222376e-01 9.819979528539379832e-01 3.899503131398127653e-01 -1.986570778386251401e+00 9.927472659350181639e-01
2.323232323232323482e-01 9.087249094557232620e-01 3.497426058055513876e-01 -1.929519889206257943e+00 9.621795390615740518e-01
2.424242424242424310e-01 8.189757310193417350e-01 3.023578601559540613e-01 -1.853897264235467190e+00 9.229756411085069390e-01
2.525252525252525415e-01 7.337283109091478073e-01 2.592876332217687874e-01 -1.775528483526839896e+00 8.834592769784593846e-01
2.626262626262626521e-01 6.534609598923950546e-01 2.205221212452355695e-01 -1.694859592753388045e+00 8.436698394405565127e-01
2.727272727272727626e-01 5.793359534554319845e-01 1.863667073920501627e-01 -1.613121613460111625e+00 8.042255373607984925e-01
2.828282828282828731e-01 5.118704708595857023e-01 1.567369814836576392e-01 -1.531358515387681418e+00 7.655109564166141523e-01
